C:\Users\samet\Downloads\Dataset\Dataset\Virusses\0036d720d8ff6c8f4860b5c69deba7c400e4d356.exe,0
C:\Users\samet\Downloads\Dataset\Dataset\Virusses\0037c7716f1dc8e5c4e1f9a9f3e9d5aedb7a6979.exe,0
C:\Users\samet\Downloads\Dataset\Dataset\Virusses\00a0437aa0555680f83bbb6072e0b79ea95bd25d.exe,0
C:\Users\samet\Downloads\Dataset\Dataset\Virusses\00b6b7e3b923861ef8c257aa3803a239ce4d6154.exe,0
C:\Users\samet\Downloads\Dataset\Dataset\Virusses\00b84eda68d82edf2245a7eb5b656f8e888507fc.exe,0
C:\Users\samet\Downloads\Dataset\Dataset\Virusses\00c84e2f48826dac8306e5d72ae049aa37bb78bb.exe,0
C:\Users\samet\Downloads\Dataset\Dataset\Virusses\00cc2a1aaf7e5cb1ccbf4791a87964ac1e250eea.exe,0
C:\Users\samet\Downloads\Dataset\Dataset\Virusses\00d00a5c5338e5cae76e8cd1d32556953fd74396.exe,0
C:\Users\samet\Downloads\Dataset\Dataset\Virusses\00dbb16e252efde93b4825be9d75cacbd2889290.exe,0
C:\Users\samet\Downloads\Dataset\Dataset\Virusses\00e1b5fbe988040bc1d8d730a6409b191c9d44d3.exe,0
C:\Users\samet\Downloads\Dataset\Dataset\Virusses\00e71103640973661c8ed632beba4af89ff0a3de.exe,0
C:\Users\samet\Downloads\Dataset\Dataset\Virusses\00ea896f9b7a9732c299e47ab320b8e486a41fa2.exe,0
C:\Users\samet\Downloads\Dataset\Dataset\Virusses\00eef206ff2380e704dfb958cd35260453d3fe65.exe,0
C:\Users\samet\Downloads\Dataset\Dataset\Virusses\00f3378ae795e2003ebfc542c6839b7436cc7e91.exe,0
C:\Users\samet\Downloads\Dataset\Dataset\Virusses\01320fd210c212ca6b9025bef39fc22e4e5d8d38.exe,0
C:\Users\samet\Downloads\Dataset\Dataset\Virusses\017c0201fc3998f6d57afe5978f2731d411d7678.exe,0
C:\Users\samet\Downloads\Dataset\Dataset\Virusses\01d658338dcf095313db0233f6e38d813a3d9d57.exe,0
C:\Users\samet\Downloads\Dataset\Dataset\Virusses\01dec66bfd73185c2e59a606a8ae0d89be21838f.exe,0
C:\Users\samet\Downloads\Dataset\Dataset\Virusses\01e421bfa8cd906e742dfd0bc27bf256ecac48e6.exe,0
C:\Users\samet\Downloads\Dataset\Dataset\Virusses\01e78c4478a153608f2f4f6a078fe2ae8ec21758.exe,0
C:\Users\samet\Downloads\Dataset\Dataset\Virusses\01f378a4991c15b7e9322c332521f955b07ddd47.exe,0
C:\Users\samet\Downloads\Dataset\Dataset\Virusses\040b877afa88d72fb54139c53d81386e1d4d29d4.exe,0
C:\Users\samet\Downloads\Dataset\Dataset\Virusses\042df1010f2dbc4a3dc5e52a23a45fc57776d589.exe,0
C:\Users\samet\Downloads\Dataset\Dataset\Virusses\043828a5201ac90eac5892814235ad90663abfd9.exe,0
C:\Users\samet\Downloads\Dataset\Dataset\Virusses\044ac8f0aace6e782eb7e485eb360dfc74cd1d9d.exe,0
C:\Users\samet\Downloads\Dataset\Dataset\Virusses\044fcb21e2fc9afa19ce801c2302bedaf5fc0d47.exe,0
C:\Users\samet\Downloads\Dataset\Dataset\Virusses\047a60dcef5852399998580a57fec8095169794a.exe,0
C:\Users\samet\Downloads\Dataset\Dataset\Virusses\050dd72d2bd8d7fed4628f392e4bad8b3c3c41f9.exe,0
C:\Users\samet\Downloads\Dataset\Dataset\Virusses\056cbb42e445738ec6f89422f9de7606d23f8a03.exe,0
C:\Users\samet\Downloads\Dataset\Dataset\Virusses\062c02fc6750b375289b40fac0ef955429c2a7bb.exe,0
C:\Users\samet\Downloads\Dataset\Dataset\Virusses\0719bd8906bb80a9b655aa5a1180944ada21ab08.exe,0
C:\Users\samet\Downloads\Dataset\Dataset\Virusses\0765de05565a1200e84cbfc4e93a665f73cd0b3a.exe,0
C:\Users\samet\Downloads\Dataset\Dataset\Virusses\08863bba7273ba3b56f8d86037fc945f1c3d5e9f.exe,0
C:\Users\samet\Downloads\Dataset\Dataset\Virusses\0979a293775ec5d0d80100292a0fb2904ff1e9b6.exe,0
C:\Users\samet\Downloads\Dataset\Dataset\Virusses\09842fd7070b315f0354abae5268b894299bd7f2.exe,0
C:\Users\samet\Downloads\Dataset\Dataset\Virusses\09ad9c3f345b8a5d0a64e623e3baa6654eb54838.exe,0
C:\Users\samet\Downloads\Dataset\Dataset\Virusses\0a0e9201a1a934e4ccc61a199698c34bfea35dfe.exe,0
C:\Users\samet\Downloads\Dataset\Dataset\Virusses\0a1b83fb3b4a410394e49556f725897f313e18d4.exe,0
C:\Users\samet\Downloads\Dataset\Dataset\Virusses\0a22e4623135b517f056150d0e44862935c3051c.exe,0
C:\Users\samet\Downloads\Dataset\Dataset\Virusses\0a29e05f092debc7f4a94e74181c24e684b21f8e.exe,0
C:\Users\samet\Downloads\Dataset\Dataset\Virusses\0a2a3f80dadb20364739d472263bed117fa0a241.exe,0
C:\Users\samet\Downloads\Dataset\Dataset\Virusses\0a2c072d42b25e7110393d7f95bd63b0c5482722.exe,0
C:\Users\samet\Downloads\Dataset\Dataset\Virusses\0a2ea63ba24a5f6a6b662028d2190e2986ca2670.exe,0
C:\Users\samet\Downloads\Dataset\Dataset\Virusses\0a4749e59d348538b1f3c824d4831fb07a12a2c7.exe,0
C:\Users\samet\Downloads\Dataset\Dataset\Virusses\0a4da66b67ee14db74aa982fb86d495ecb1ad229.exe,0
C:\Users\samet\Downloads\Dataset\Dataset\Virusses\0a4dc90779f809c2066162079c33a1b1f54c9e7e.exe,0
C:\Users\samet\Downloads\Dataset\Dataset\Virusses\0a5fb765fe69f84dd968a3fe40924c41b92ab079.exe,0
C:\Users\samet\Downloads\Dataset\Dataset\Virusses\0a7bfb6633cedd55d91854ffb3dee1175c85fdbb.exe,0
C:\Users\samet\Downloads\Dataset\Dataset\Virusses\0a7f1fdb1aa4746fb601d9377c2a1cc2a20158fc.exe,0
C:\Users\samet\Downloads\Dataset\Dataset\Virusses\0a833f187d6d11bb5ecc74753f81dc535a7dce59.exe,0
C:\Users\samet\Downloads\Dataset\Dataset\Virusses\0a8ce22a1a265a82621478ae129a57118a943689.exe,0
C:\Users\samet\Downloads\Dataset\Dataset\Virusses\0a8e52730a6b296884c4bf5a391c41d8f3b5f5b0.exe,0
